Date,Open,High,Low,Close,Volume
02/08/2024,167.65126954781346,167.94824945784183,166.28132619044888,167.4596710205078,6060300
02/09/2024,167.65126808553677,167.74707465736927,166.37711669392303,167.6608428955078,6296700
02/12/2024,167.440483863724,169.38523715484547,166.40583441625574,168.40806579589844,8539300
02/13/2024,167.95782164206278,168.82959704450485,165.37119062589295,166.94232177734375,8397600
02/14/2024,167.7183369693553,168.70508327150296,167.0956234834558,168.6380157470703,7056700
02/15/2024,168.7529840509546,172.64250606036836,168.7529840509546,172.3167724609375,8723400
02/16/2024,172.06768515146553,172.42214316112788,170.67857754324285,171.5120391845703,8152600
02/20/2024,171.66531498276106,172.8819882373571,170.91807052542617,172.18263244628906,9668000
02/21/2024,172.39342375179427,173.3897596052579,171.0234802258223,173.30352783203125,7024000
02/22/2024,174.18486109839418,175.7176637153825,173.6292152161513,175.3823699951172,9296500
02/23/2024,176.09132976107298,177.4229594011433,175.49736987814487,176.26377868652344,7105800
02/26/2024,176.03385483479173,176.71404650173392,174.81718137771443,175.6602325439453,7145400
02/27/2024,175.6123090112838,175.83264658868708,174.587248841427,175.74642944335938,5717100
02/28/2024,175.72727150994749,177.4229485190519,175.27702152884916,176.63739013671875,6131600
02/29/2024,177.86362911999925,178.60128417576158,176.12963834051115,178.246826171875,9643000
03/01/2024,177.90195704317333,178.61088772502615,177.32716141991548,177.50917053222656,6311800
03/04/2024,176.95354402309206,179.71259525040395,176.53201845027206,178.84080505371094,7063600
03/05/2024,178.5342250453487,181.35076859433357,178.5342250453487,180.63226318359375,6617800
03/06/2024,181.30286510676484,182.08843803828077,179.75089809907624,181.57110595703125,7572900
03/07/2024,181.9351781279422,182.5003989523278,178.79291521043658,179.9808349609375,7618300
03/08/2024,180.52690963967495,182.46208860402305,180.02874171837072,180.31614685058594,6172200
03/11/2024,179.41559665071196,180.526888569288,178.40011130436957,180.3831787109375,5762600
03/12/2024,181.0154467372591,182.17464181216428,180.01912574052128,181.86807250976562,5708400
03/13/2024,182.36625809133085,183.67872332732483,181.86809023539396,183.3434295654297,7795500
03/14/2024,183.0081295773623,183.58293979272673,179.24316798262137,180.07662963867188,10310900
03/15/2024,178.6491972115897,182.92191620153875,178.6491972115897,182.3087921142578,17214200
03/18/2024,182.6249332720875,184.6080007490843,181.91600261926007,184.56968688964844,9013800
03/19/2024,184.6175715223358,185.78632684241802,184.301427396319,185.65220642089844,8478700
03/20/2024,186.0354362918315,188.3059088707096,185.47979031452184,188.0855712890625,9367000
03/21/2024,188.26756553523896,191.05535517760703,188.08554184140823,190.70089721679688,11203800
03/22/2024,190.65300944809357,192.06128121511676,188.2867304718317,188.36337280273438,8108800
03/25/2024,188.34424416251454,188.66996314160914,186.1983025123005,186.6389923095703,8620000
03/26/2024,186.41864492138444,188.40172713331958,185.91090220024807,187.51077270507812,5961500
03/27/2024,188.24843073927042,191.21825915794204,188.13347454330642,191.14161682128906,8725800
03/28/2024,191.11285625024766,192.29120098027298,190.20273774125516,191.8888397216797,8628300
04/01/2024,191.591863232113,192.5019671392043,190.23149477618173,190.58595275878906,7309000
04/02/2024,190.059058541283,191.39068803965642,189.7620786314202,190.5093231201172,7014700
04/03/2024,190.68175536029023,191.1799232200789,189.39802916201796,189.97283935546875,9353400
04/04/2024,191.90003475549202,192.41073918574324,188.43109983510448,188.52745056152344,9243800
04/05/2024,189.0188703042211,190.90750898554447,188.00709223043438,190.26190185546875,6532300
04/08/2024,190.4257171626085,191.7362074873057,190.4257171626085,191.25440979003906,8001000
04/09/2024,190.85937544895748,191.63988548294424,187.8144100172181,189.9728546142578,7351500
04/10/2024,188.43109330669446,189.89576250853975,187.1109575411202,188.35400390625,7681400
04/11/2024,188.86468608727563,189.41394248705126,186.20516824984617,188.3154296875,10137700
04/12/2024,181.46430119435698,182.05208030042675,175.89470599723555,176.13560485839844,31532300
04/15/2024,177.78336870412258,180.63561783679535,175.56709612650053,176.2319793701172,14766600
04/16/2024,176.24157414094302,176.492118328559,173.10988942212205,174.21803283691406,16451800
04/17/2024,174.7673084398127,175.77908663989885,172.67630800139477,173.52427673339844,9017100
04/18/2024,174.50713892954175,176.68485931658026,173.4182713843728,174.65167236328125,9557700
04/19/2024,175.7598078399118,179.11313066175867,174.80585773476054,179.03604125976562,13402300
04/22/2024,179.2191232415869,183.2084078209713,179.2094778769642,182.51461791992188,11529700
04/23/2024,184.17200702206668,185.23195321786886,183.5842131968009,185.14523315429688,9144400
04/24/2024,183.5938388084488,186.1955435671471,183.24694386040238,186.05101013183594,6964900
04/25/2024,185.25123732550676,186.87971609457637,184.2201830692837,186.33045959472656,9802300
04/26/2024,186.52318009937602,187.775842433726,186.0317370050604,186.4460906982422,6413700
04/29/2024,186.43642951373823,187.18803273189192,185.42465142674712,186.24371337890625,5387800
04/30/2024,185.79082028032872,187.89146582521732,184.66341546581035,184.75978088378906,8153700
05/01/2024,185.27048962572664,187.38076588091363,183.84435786312523,184.8754119873047,7445300
05/02/2024,186.04136649178366,186.45570544630326,182.6205999628326,184.6826934814453,6501700
05/03/2024,185.01030150506242,185.5210058485782,181.59918054051383,183.5745391845703,8922800
05/06/2024,184.75014006909623,185.20303107881045,182.90968404809246,185.01031494140625,7911100
05/07/2024,184.72122647131476,185.90644464013317,184.67304376294203,184.7694091796875,7688800
05/08/2024,184.04673744228526,189.49104604551445,184.04673744228526,188.52745056152344,9227600
05/09/2024,188.0649251718864,190.39682443319006,187.9974811350408,190.3101043701172,7977300
05/10/2024,191.31222172747283,192.08310097798218,191.05206155927368,191.5338592529297,7529800
05/13/2024,191.56275902522955,192.5745370860542,190.83041714718976,191.49530029296875,7049200
05/14/2024,191.75548363456778,194.24156151844699,190.9460670314347,194.17410278320312,8596200
05/15/2024,194.65589288370782,195.31114537255093,192.49744869292647,194.75225830078125,8370000
05/16/2024,194.85826801387446,197.0359883811209,194.63664518305498,195.0991668701172,8497900
05/17/2024,196.39038213409867,197.58524575986786,195.42678670459753,197.33470153808594,9260500
05/20/2024,196.9492486916241,198.3850110249152,188.286521391367,188.45997619628906,17373300
05/21/2024,189.82832684918938,192.62274811437968,189.44289450340503,192.256591796875,14420800
05/22/2024,191.75550519819114,193.6248828275257,190.4931974411231,191.0906219482422,9425300
05/23/2024,190.60882009466033,191.08098717440686,188.93217336474868,189.751220703125,8069400
05/24/2024,190.5509800603342,193.4513967645254,190.36789459169293,193.40322875976562,7356200
05/28/2024,192.58416908738297,193.1141494756289,191.4278575969454,192.23727416992188,6910200
05/29/2024,190.79187684953413,191.7458415269691,189.72228543663968,190.8978729248047,6120000
05/30/2024,191.33149850127694,192.57454478962373,191.17731970991167,192.07347106933594,6829100
05/31/2024,192.04456721086152,195.89894883193932,191.12915451651534,195.2533416748047,14417900
06/03/2024,194.94499171240668,195.05098779926408,191.938578635432,194.47283935546875,6444300
06/04/2024,192.8732787271311,194.62701489067234,191.06171448284195,191.90968322753906,6848300
06/05/2024,192.48779999766606,192.54562806888822,189.7511927584058,190.0788116455078,8351600
06/06/2024,190.07884200842165,190.81118399457173,188.21910976106764,189.74159240722656,7640300
06/07/2024,190.24264896458575,193.60560249014668,189.83794062651856,192.67091369628906,6964500
06/10/2024,191.98676661770378,193.5285105467739,191.2158873015187,192.34329223632812,6070800
06/11/2024,190.70517529026583,190.7340819769337,186.55208133491664,187.28440856933594,9235300
06/12/2024,188.8647068899173,189.55849678536873,184.34544190823777,184.55743408203125,12751300
06/13/2024,185.31867945628954,187.4963998266889,183.93109968979465,186.60989379882812,8587800
06/14/2024,184.4803608174399,187.76622509533172,184.4514541278761,186.7255401611328,6874000
06/17/2024,186.43642762714947,188.45998378065488,185.6270110470667,187.88182067871094,8725400
06/18/2024,187.51568485250894,190.7533662286327,187.06279380411513,189.82830810546875,9023000
06/20/2024,189.2405187060912,192.18911856874885,188.97071314371078,191.43751525878906,8731100
06/21/2024,189.5488862963465,189.99213201359524,187.1495280939569,189.15380859375,20972100
06/24/2024,190.60882307904214,191.97712692160647,189.92467850941023,191.63987731933594,9785900
06/25/2024,190.87863632435608,192.7865660732813,190.54138670851245,190.859375,6862500
06/26/2024,190.26192128986204,190.73408836007184,189.13451636218556,190.24264526367188,7758600
06/27/2024,190.25229544661778,192.58419476248764,189.7319456494045,191.9193115234375,7913500
06/28/2024,192.7287301985706,195.22445371208025,192.04458562906325,194.89682006835938,15307600
07/01/2024,195.45568801743792,199.55096848022373,195.28224790247992,197.97067260742188,10205800
07/02/2024,197.81652464074327,201.25656782314348,197.31546553947197,201.2276611328125,7802900
07/03/2024,201.92142029855032,202.72120625004737,200.09058020489354,201.0927276611328,5560900
07/05/2024,200.55983012100543,200.92801531072178,198.166559856373,198.42816162109375,8093100
07/08/2024,198.6703899428391,200.47260930809625,197.63363736853518,198.79635620117188,8707000
07/09/2024,199.2420620947068,203.24375265338338,199.06764614749306,201.179931640625,9058900
07/10/2024,199.73623012208378,201.50938267827675,199.1936289696521,201.34466552734375,8328500
07/11/2024,199.80405397767697,201.6353401799566,198.99983630998767,201.00552368164062,10658100
07/12/2024,197.66271569214624,201.00553807410293,195.82174533245208,198.57351684570312,15443400
07/15/2024,200.75361079562126,205.03630099143194,200.29821024046566,203.52476501464844,10719700
07/16/2024,203.47631680452577,207.10013843584824,201.61596368219992,206.98385620117188,11557000
07/17/2024,207.15825155441482,210.80144087514543,206.6447173220578,210.13287353515625,11572500
07/18/2024,208.93139924044766,209.91001798904472,202.73990694627264,203.4569091796875,12415100
07/19/2024,204.63902343657583,205.75330730910804,202.42985331170013,203.2631378173828,8095900
07/22/2024,203.92202031861075,205.57889051305665,203.19531923355905,203.7476043701172,7663200
07/23/2024,204.46463368807304,204.91033543415375,202.84651428252,203.7960662841797,5557300
07/24/2024,203.04029133995283,205.4432455165605,201.6062719683225,202.110107421875,7119000
07/25/2024,202.16823923465998,203.66040709970025,201.58688722802887,202.1876220703125,6403800
07/26/2024,202.73990905497504,206.53813143790077,202.1391594662797,205.64671325683594,8027800
07/29/2024,206.04398233686015,206.9741662638421,204.00922809779334,204.29991149902344,6533600
07/30/2024,206.60596247075222,209.086433183662,206.3443607207926,208.5050811767578,8850700
07/31/2024,208.10781784368027,209.667803483179,206.06336479793686,206.1893310546875,9071600
08/01/2024,206.57688825491246,207.18732188596175,199.968760867642,201.4996795654297,10918600
08/02/2024,197.5464461851978,198.3118982278118,190.77358611594644,192.9536895751953,18041700
08/05/2024,188.02181219061254,190.07594935886874,184.96965851641983,188.84539794921875,13927000
08/06/2024,189.32986865387653,196.306211581429,187.9733657428374,194.1164093017578,10605800
08/07/2024,197.1879178800858,199.35833717721835,193.98074602423208,194.17453002929688,9204400
08/08/2024,196.180222471866,198.54442565703408,195.52133914553448,197.7208251953125,7761200
08/09/2024,197.14916420781512,200.0559685970376,196.59686427717244,199.4067840576172,5540200
08/12/2024,199.99785008173868,200.70516839716132,197.33327918901625,199.78468322753906,6936000
08/13/2024,201.27683333721112,201.62565047648485,199.0192133503523,201.48031616210938,6387800
08/14/2024,201.28652524962934,204.2126977671037,200.6857756063299,203.7088623046875,6999800
08/15/2024,206.38310184525676,207.24545318176396,204.54213173331544,204.9781494140625,7001000
08/16/2024,205.11381260076865,207.43925023433258,205.01691320571518,207.32298278808594,7931200
08/19/2024,207.35206640976375,208.83453560832274,207.1776652262971,208.75701904296875,6090800
08/20/2024,208.32099585006753,209.28993071448645,207.04199473234365,207.8559112548828,5640000
08/21/2024,207.7686787205856,208.32097864437964,206.22807596174675,207.93341064453125,5202300
08/22/2024,207.91404071912638,210.0650772568238,207.68149103391474,209.90036010742188,5247100
08/23/2024,210.84023225086867,212.3808351357758,209.77439798691063,211.52816772460938,7214000
08/26/2024,212.2064170703137,212.85560164837696,211.27624788986617,212.3614501953125,5105200
08/27/2024,212.69087283059343,213.57260704778895,212.38082138237573,213.34005737304688,5185200
08/28/2024,212.4389375361878,215.3069908150655,212.38080381850287,214.41555786132812,6506400
08/29/2024,215.24885832915527,216.05307598143608,212.13858592341361,215.3070068359375,6416100
08/30/2024,215.58800570955643,218.47542744404245,215.03570574430626,217.81655883789062,8574100
09/03/2024,215.3942296490854,217.13831541326374,212.42929124236875,213.45635986328125,8956100
09/04/2024,214.1733344055988,215.1713508176599,210.46232725835844,212.51646423339844,7389500
09/05/2024,213.3109983559998,213.9408148706308,209.31899156047683,210.86929321289062,8067900
09/06/2024,210.84021807182933,211.94480315075108,204.53244307121116,205.85989379882812,7777000
09/09/2024,208.5050831538885,211.373121898597,207.52644953811344,210.0747528076172,8935100
09/10/2024,211.80915850031667,211.84790938798793,194.37801568910027,199.1742401123047,28406900
09/11/2024,198.87388670958194,201.24777423953827,195.56013115100552,200.79237365722656,13658700
09/12/2024,201.1993155648375,202.29421667579123,198.52506070300046,200.18194580078125,9054400
09/13/2024,200.4338818157026,201.39313272660013,196.71317520306332,197.97279357910156,10226700
09/16/2024,199.43584981187368,201.74191934565195,199.2033001395087,201.4027862548828,8634900
09/17/2024,201.27681826210605,203.40847182700247,201.20900051540104,202.74960327148438,7573300
09/18/2024,202.5170730652925,204.77469310004415,200.27883586779294,201.0830535888672,8259900
09/19/2024,203.2631395933968,205.32697543260485,200.89893633406905,203.94139099121094,11635200
09/20/2024,203.40847228677623,204.85219043871982,202.99183742598126,204.53244018554688,20885000
09/23/2024,204.4452483421294,205.22039916009663,203.4666294901187,204.87158203125,7223500
09/24/2024,204.59057306913016,206.33465863167038,203.83480512282463,205.01690673828125,7323200
09/25/2024,205.1041190935442,205.6467350211927,202.12949683357203,203.66041564941406,8976500
09/26/2024,204.5712056897728,205.12349082860598,202.51705389392038,203.2631378173828,7807500
09/27/2024,204.10611922497864,205.840520877338,202.82713291741192,203.96078491210938,7032500
09/30/2024,199.90094435379316,204.40650022792838,198.88355981545473,204.30960083007812,8663800
10/01/2024,202.41046509140656,202.5945650610437,199.7846601759315,200.60824584960938,8540100
10/02/2024,200.64702634995896,202.4589297507457,199.30020752778822,200.85049438476562,5810900
10/03/2024,199.7652779699277,200.07534419024452,197.9921255825151,198.85447692871094,7251300
10/04/2024,204.04081375554424,206.35125678113758,201.7108691151778,205.91256713867188,10211700
10/07/2024,205.727330230475,207.96953982198877,204.4210047283782,205.6298370361328,6718900
10/08/2024,205.28866492977315,206.01981934784965,203.1439482784904,205.4543914794922,6021800
10/09/2024,204.43075470295543,208.85668406253154,204.1188032466524,208.05728149414062,7024000
10/10/2024,209.41235175203676,209.41235175203676,206.15628129018555,207.49185180664062,7927100
10/11/2024,210.25075539179966,218.98561974892021,209.75357575986993,216.70440673828125,18320700
10/14/2024,217.59154635078056,218.0789826171915,213.38010474418445,215.91476440429688,9048900
10/15/2024,218.03997203841485,219.78498714914952,216.24621033093248,216.8018798828125,9235800
10/16/2024,216.74341191631046,218.0594809098427,215.48581801928876,218.02049255371094,6382500
10/17/2024,218.63464361620677,220.17494383765737,217.698759540062,218.78086853027344,6470200
10/18/2024,219.34630268368366,220.24318355850107,217.4940509667263,219.70700073242188,7000500
10/21/2024,219.56077874097096,220.0287133611628,217.29906747185922,217.3965606689453,5870000
10/22/2024,217.41605257710637,219.6192589043824,215.54429930452827,218.4884033203125,9586800
10/23/2024,218.03998276879733,219.15133680262315,216.9383721046514,217.7962646484375,6180500
10/24/2024,216.25595524811104,219.4047890656316,216.09022871828077,219.32679748535156,6002200
10/25/2024,219.34630148528674,219.95071764481568,215.32983174709776,216.72389221191406,6369700
10/28/2024,217.73778550402196,219.97023705233553,217.34782756683612,219.83375549316406,6843000
10/29/2024,219.55102479793467,221.0523217832945,217.21132205890774,217.29905700683594,6580000
10/30/2024,216.94811179819678,220.6233851560508,216.01224256208235,218.77113342285156,7110900
10/31/2024,219.05381769386045,220.01894669146088,216.24619539466497,216.3436737060547,7829900
11/01/2024,217.94248990978247,220.46740607055116,217.1040989794246,217.33807373046875,6923500
11/04/2024,217.0553561208246,218.1374651905702,213.6628039867737,214.25747680664062,8229600
11/05/2024,214.50119437936183,216.3827060342441,214.4719493944743,215.9245147705078,5600700
11/06/2024,229.09504466713162,241.7683875636112,228.87082815022177,240.8520050048828,23987800
11/07/2024,238.35631288973238,238.4245611010864,229.30949778685132,230.4403533935547,16451100
11/08/2024,233.32596812691025,233.32596812691025,229.85542459219883,231.0252685546875,9502100
11/11/2024,233.96938766335575,236.01662575555932,232.99451521475842,233.2772216796875,9017100
11/12/2024,234.5055801689047,235.3927177038515,232.76055008364676,233.5404510498047,6861000
11/13/2024,234.53482242214545,237.95661946303818,234.2716026881157,235.10025024414062,11472600
11/14/2024,236.32858701887602,238.1515938133449,234.99301646894952,235.7924041748047,10172200
11/15/2024,235.3927154551627,240.22807462347745,235.3927154551627,239.14596557617188,11518800
11/18/2024,241.5343833585804,241.7001098835185,236.58202972228585,238.87298583984375,9051400
11/19/2024,236.16283075304187,238.98995466536508,235.4804230716575,236.98171997070312,6792700
11/20/2024,238.25884651133907,238.46357629307067,232.64358594921464,234.7298126220703,9015300
11/21/2024,237.118218093664,239.3214393160151,236.02636572707272,238.60977172851562,8783500
11/22/2024,237.48867789284088,242.88946471506705,236.9232500873834,242.30455017089844,7997300
11/25/2024,243.31841622067435,247.91981546916972,242.80173500159685,244.00082397460938,10295400
11/26/2024,244.19581114213256,244.6929907482795,242.09982639974197,243.68887329101562,6212100
11/27/2024,243.08445057669923,244.8782123088469,242.51902277247098,243.5133819580078,5472300
11/29/2024,243.58162619864203,245.4436361118954,243.18192493185245,243.4451446533203,5494800
12/02/2024,243.27944502389806,243.96185282595874,238.8730169835751,240.06236267089844,8899700
12/03/2024,241.99259305685098,242.78223739052356,238.48306103215356,238.6682891845703,6657700
12/04/2024,238.551287978695,239.18496400289706,236.14335181254822,237.28395080566406,7346300
12/05/2024,239.22395633141434,240.96897151858755,238.47330035966178,239.3116912841797,6572500
12/06/2024,239.52617824093392,241.51492653728377,238.6877872680363,241.14447021484375,5519700
12/09/2024,240.92023852920124,241.64163463753476,237.63490818652937,237.68365478515625,7076500
12/10/2024,237.761640011308,241.72937800255815,236.13360481323514,236.7575225830078,9108300
12/11/2024,237.8688815563827,238.13210128714388,236.09460652918457,237.4106903076172,7884400
12/12/2024,236.89398581456337,237.9663513712801,234.98322942496952,235.46092224121094,6113800
12/13/2024,235.98738706163792,236.6210482199652,233.13100297592578,233.91090393066406,10392700
12/16/2024,234.564053927533,234.62254389276222,231.55170171524648,233.5599365234375,9032000
12/17/2024,232.65331194344375,233.01402487713747,230.68408023952856,232.37060546875,8083600
12/18/2024,232.99451380384923,233.06276201501683,223.76247058150787,224.58135986328125,11322400
12/19/2024,226.43361313978184,230.42083762629233,226.43361313978184,227.1062774658203,11790800
12/20/2024,226.0924015705017,233.19922958190156,225.77069189865415,231.6296844482422,32348400
12/23/2024,230.1381600842092,232.62407307909908,228.97805941972783,232.3998565673828,8611500
12/24/2024,233.41370654218963,236.3968287725742,233.06276673606905,236.22134399414062,3729100
12/26/2024,235.36346377621322,237.14748226082733,234.73954596263567,237.03050231933594,4451800
12/27/2024,236.62105597051928,237.27421876483717,234.0083899178738,235.11000061035156,5730200
12/30/2024,232.77030520037115,234.78828348998326,231.15201332053348,233.30648803710938,5723800
